SWIS Number,Site Name,Activity,Waste Type,Site Is Archived,Site Operational Status,Site Regulatory Status,Site Type,Latitude,Longitude,Point of Contact,Activity Is Archived,Activity Operational Status,Activity Regulatory Status,Activity Category,Activity Classification
33-AA-0343,Perris Maintenace Yard,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.78529,-117.22176,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0343,Perris Maintenace Yard,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.78529,-117.22176,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0343,Perris Maintenace Yard,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,33.78529,-117.22176,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0343,Perris Maintenace Yard,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.78529,-117.22176,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0343,Perris Maintenace Yard,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,33.78529,-117.22176,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0343,Perris Maintenace Yard,Limited Volume Transfer Operation,"Tires, Shreds",No,Active,Notification,Non-Disposal Only,33.78529,-117.22176,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1245,Caltrans- Alameda Maintenance Station,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.02372,-118.24093,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1245,Caltrans- Alameda Maintenance Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.02372,-118.24093,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0330,Caltrans Corona Maintenance Station,Limited Volume Transfer Operation,Dead Animals,No,Active,Notification,Non-Disposal Only,33.87217,-117.54578,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0330,Caltrans Corona Maintenance Station,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.87217,-117.54578,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0330,Caltrans Corona Maintenance Station,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.87217,-117.54578,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0330,Caltrans Corona Maintenance Station,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,33.87217,-117.54578,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0330,Caltrans Corona Maintenance Station,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,33.87217,-117.54578,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0330,Caltrans Corona Maintenance Station,Limited Volume Transfer Operation,"Tires, Shreds",No,Active,Notification,Non-Disposal Only,33.87217,-117.54578,Theodore Tasiopoulos,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1211,Harbor Street Maintenance District Yard,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,33.75768,-118.29117,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1211,Harbor Street Maintenance District Yard,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,33.75768,-118.29117,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1211,Harbor Street Maintenance District Yard,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,33.75768,-118.29117,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
33-AA-0291,Poppett Flats Transfer Station,Limited Volume Transfer Operation,Mixed municipal,Yes,Closed,Surrendered,Non-Disposal Only,33.85597,-116.8468,Theodore Tasiopoulos,Yes,Closed,Surrendered,Transfer/Processing,Solid Waste Operation
12-AA-0016,Redwood Valley Container Site,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,41.02917,-123.87056,Eric Kiruja,No,Active,Notification,Transfer/Processing,Solid Waste Operation
12-AA-0018,Shelter Cove Container Site,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,40.04367,-124.06503,Eric Kiruja,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1267,America`s Bin Company,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.23024,-118.37586,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1267,America`s Bin Company,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.23024,-118.37586,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1267,America`s Bin Company,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,34.23024,-118.37586,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1267,America`s Bin Company,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.23024,-118.37586,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1267,America`s Bin Company,Limited Volume Transfer Operation,Wood waste,No,Active,Notification,Non-Disposal Only,34.23024,-118.37586,Benjamin Escotto,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1271,Topanga MDY,Limited Volume Transfer Operation,Construction/demolition,No,Planned,Notification,Non-Disposal Only,34.24002,-118.60509,Benjamin Escotto,No,Planned,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1271,Topanga MDY,Limited Volume Transfer Operation,Green Materials,No,Planned,Notification,Non-Disposal Only,34.24002,-118.60509,Benjamin Escotto,No,Planned,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1271,Topanga MDY,Limited Volume Transfer Operation,Mixed municipal,No,Planned,Notification,Non-Disposal Only,34.24002,-118.60509,Benjamin Escotto,No,Planned,Notification,Transfer/Processing,Solid Waste Operation
19-AR-1271,Topanga MDY,Limited Volume Transfer Operation,Wood waste,No,Planned,Notification,Non-Disposal Only,34.24002,-118.60509,Benjamin Escotto,No,Planned,Notification,Transfer/Processing,Solid Waste Operation
41-AA-0202,Corinda Los Trancos LF Org Rec Tran Op,Limited Volume Transfer Operation,Food Wastes,No,Active,Notification,Non-Disposal Only,37.504,-122.40866,Kelsey Orr,No,Active,Notification,Transfer/Processing,Solid Waste Operation
41-AA-0202,Corinda Los Trancos LF Org Rec Tran Op,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,37.504,-122.40866,Kelsey Orr,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AB-0032,PUD Sonico LVTO,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,32.89196,-117.21711,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AB-0032,PUD Sonico LVTO,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,32.89196,-117.21711,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
37-AB-0032,PUD Sonico LVTO,Limited Volume Transfer Operation,Other designated,No,Active,Notification,Non-Disposal Only,32.89196,-117.21711,Cody Oquendo,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1055,City of Lakewood LVTO,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.84785,-118.10742,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
15-AA-0376,City of Wasco Green Waste Site,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,35.5942,-119.3759,Christine Karl,No,Active,Notification,Transfer/Processing,Solid Waste Operation
13-AA-0094,Ocotillo Solid Waste Transfer Station,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,32.76913,-116.00258,Gina Weber,No,Active,Notification,Transfer/Processing,Solid Waste Operation
13-AA-0094,Ocotillo Solid Waste Transfer Station,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,32.76913,-116.00258,Gina Weber,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1073,City of Irwindale LVTS Operation,Limited Volume Transfer Operation,Construction/demolition,Yes,Closed,Notification,Non-Disposal Only,34.09945,-117.94231,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1073,City of Irwindale LVTS Operation,Limited Volume Transfer Operation,Green Materials,Yes,Closed,Notification,Non-Disposal Only,34.09945,-117.94231,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1073,City of Irwindale LVTS Operation,Limited Volume Transfer Operation,Inert,Yes,Closed,Notification,Non-Disposal Only,34.09945,-117.94231,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1073,City of Irwindale LVTS Operation,Limited Volume Transfer Operation,Mixed municipal,Yes,Closed,Notification,Non-Disposal Only,34.09945,-117.94231,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1073,City of Irwindale LVTS Operation,Limited Volume Transfer Operation,Wood waste,Yes,Closed,Notification,Non-Disposal Only,34.09945,-117.94231,Nai Teurn,Yes,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1080,City of Irwindale Limited TS Operation,Limited Volume Transfer Operation,Green Materials,No,Closed,Notification,Non-Disposal Only,34.09166,-117.95421,Nai Teurn,No,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1080,City of Irwindale Limited TS Operation,Limited Volume Transfer Operation,Inert,No,Closed,Notification,Non-Disposal Only,34.09166,-117.95421,Nai Teurn,No,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1080,City of Irwindale Limited TS Operation,Limited Volume Transfer Operation,Metals,No,Closed,Notification,Non-Disposal Only,34.09166,-117.95421,Nai Teurn,No,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1080,City of Irwindale Limited TS Operation,Limited Volume Transfer Operation,Mixed municipal,No,Closed,Notification,Non-Disposal Only,34.09166,-117.95421,Nai Teurn,No,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1080,City of Irwindale Limited TS Operation,Limited Volume Transfer Operation,Tires,No,Closed,Notification,Non-Disposal Only,34.09166,-117.95421,Nai Teurn,No,Closed,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1081,CalTrans Monrovia Maintenance LVTOp,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.13881,-117.98776,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1081,CalTrans Monrovia Maintenance LVTOp,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.13881,-117.98776,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1081,CalTrans Monrovia Maintenance LVTOp,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.13881,-117.98776,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1081,CalTrans Monrovia Maintenance LVTOp,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.13881,-117.98776,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1081,CalTrans Monrovia Maintenance LVTOp,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,34.13881,-117.98776,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1083,CalTrans Humphreys Maintenance LVTOp,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.03445,-118.17078,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1083,CalTrans Humphreys Maintenance LVTOp,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.03445,-118.17078,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1083,CalTrans Humphreys Maintenance LVTOp,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,34.03445,-118.17078,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1083,CalTrans Humphreys Maintenance LVTOp,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.03445,-118.17078,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1083,CalTrans Humphreys Maintenance LVTOp,Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,34.03445,-118.17078,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,36.85064,-120.48783,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,36.85064,-120.48783,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,36.85064,-120.48783,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,36.85064,-120.48783,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,36.85064,-120.48783,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Limited Volume Transfer Operation,Tires,No,Active,Notification,Non-Disposal Only,36.85064,-120.48783,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
10-AA-0205,"Road Maintenance Area 1, Firebaugh",Limited Volume Transfer Operation,Wood waste,No,Active,Notification,Non-Disposal Only,36.85064,-120.48783,Kate Whitney,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1101,City of Sierra Madre Limited Vol T. Op.,Limited Volume Transfer Operation,Green Materials,No,Active,Notification,Non-Disposal Only,34.16347,-118.0395,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1101,City of Sierra Madre Limited Vol T. Op.,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.16347,-118.0395,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1101,City of Sierra Madre Limited Vol T. Op.,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.16347,-118.0395,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1085,Caltrans Rosemead Maintenance LVTOp,Limited Volume Transfer Operation,Construction/demolition,No,Active,Notification,Non-Disposal Only,34.08835,-118.06835,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1085,Caltrans Rosemead Maintenance LVTOp,Limited Volume Transfer Operation,Inert,No,Active,Notification,Non-Disposal Only,34.08835,-118.06835,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1085,Caltrans Rosemead Maintenance LVTOp,Limited Volume Transfer Operation,Metals,No,Active,Notification,Non-Disposal Only,34.08835,-118.06835,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
19-AA-1085,Caltrans Rosemead Maintenance LVTOp,Limited Volume Transfer Operation,Mixed municipal,No,Active,Notification,Non-Disposal Only,34.08835,-118.06835,Nai Teurn,No,Active,Notification,Transfer/Processing,Solid Waste Operation
