SWIS Number,Site Name,Site Operational Status,Site Type,Site Regulatory Status,Latitude,Longitude,Is Archived,Operator,Started On,Contact Name,Contact First Name,Contact Last Name,Contact Title,Contact Email,Contact Phone,Street Address,OperatorCity,OperatorState,OperatorZip,County
19-AA-1052,City of Pasadena Public Works LVTS,Active,Non-Disposal Only,Notification,34.16219,-118.15632,No,City Of Pasadena,2/19/2002, ,,,,,(626) 744-4158,Public Works SM and IWM Div. 100 N. Garfield Ave. Room 212,S. Pasadena,CA,91109,Los Angeles
19-AA-5022,La Verne City Dump,Closed,Disposal Only,Not Currently Regulated,34.1,-117.76667,Yes,City Of La Verne Road Maintenance       ,7/17/1998, ,,,,,,,,,,Los Angeles
36-AA-0018,Kaiser Steel Corporation,Closed,Disposal Only,Not Currently Regulated,34.08333,-117.49,No,Resources                               ,8/4/1998, ,,,,,,8300 Utica Ave Ste 301,Rancho Cucamonga,CA,91730,San Bernardino
19-AA-5112,Atwood & Pursel Landfill,Clean Closed,Disposal Only,Unpermitted,34.18333,-118.13333,Yes,Resources                               ,8/4/1998, ,,,,,,8300 Utica Ave Ste 301,Rancho Cucamonga,CA,91730,Los Angeles
19-AA-1139,Pico Rivera City Yard,Active,Non-Disposal Only,Notification,34.00684,-118.06972,No,City Of Pico Rivera,9/25/2015, ,,,,,(562) 801-4965,6615 Passons Blvd,Pico Rivera,CA,90660,Los Angeles
19-AA-5224,Sunburst Decorative Rock LF,Closed,Disposal Only,Unpermitted,34.112,-117.9986,No,Clint / Dolly Green                     ,8/7/1998, ,,,,,(818) 466-4994,282 Live Oak Ave.,Irwindale,CA,,Los Angeles
27-CR-0006,Union Carbide Acw Disposal Site,Active,Disposal Only,Not Currently Regulated,36.21667,-121.11667,Yes,"Kcac, Inc.                              ",12/15/1998,Edward Kleber,Edward,Kleber,President,,(831) 385-5961,52103 Cattlemen Rd # K,King City,CA,93930,Monterey
12-AA-0108,Humboldt Cty Waste Mgt Authority Temp TS,Closed,Non-Disposal Only,Permitted,40.87081,-124.14929,Yes,Humboldt County Waste Mgt Authority     ,1/26/1999, ,,,,,(707) 822-1360,P.O. Box 5777,Eureka,CA,95502,Humboldt
27-AA-0092,Petroleum Contaminated Soil Treatment Fa,Closed,Non-Disposal Only,Notification,36.71528,-121.77222,Yes,Granite Construction Company            ,3/15/1999, ,,,,,(831) 763-6140,PO Box 50085,Watsonville,CA,95077,Monterey
15-AA-0356,Soilrem Corporation,Clean Closed,Non-Disposal Only,Revoked,35.31032,-118.99127,Yes,"Arnold, John E.                         ",4/22/1999,John Arnold,John,Arnold,President (Oper),,(661) 834-8471,PO Box 40764,Bakersfield,CA,93384,Kern
34-AA-0200,Lionudakis Green Waste Compost Facility,Closed,Non-Disposal Only,Surrendered,38.52815,-121.3425,Yes,Lionudakis Green Waste Recycling        ,7/22/1999,Phil Lionudakis,Phil,Lionudakis,,,(916) 381-8191,25071 Jones Rd,Escalon,CA,95320,Sacramento
19-AA-0009,Antelope Valley Public Landfill I,Absorbed,Disposal Only,Permitted,34.57033,-118.15049,Yes,"Arklin Brothers Enterprises, USA Waste",8/19/1999, ,,,,,(661) 947-7197,PO Box 4040,Palmdale,CA,93590,Los Angeles
15-AA-0362,Valley Composting,Planned,Non-Disposal Only,Proposed,35.45576,-119.36895,Yes,Yakima Company                          ,11/24/1999,James Willett,James,Willett,President,,(425) 712-0985,PO Box 1164,Edmonds,WA,98020,Kern
15-AA-0346,American Tire Tech,Active,Disposal Only,Notification,35.6515,-119.221,No,American Tire Tech                      ,12/6/1999,John Martin,John,Martin,Owner/Operator,,(661) 399-1114,1316 J St,Wasco,CA,93280,Kern
19-AR-5586,American Waste Industries Limited Volume,Closed,Non-Disposal Only,Notification,34.23351,-118.37743,Yes,American Waste Industries,1/20/2000,Antranik Saiyan,Antranik,Saiyan,Recycling Division Manager,,(818) 768-1492,PO Box 2001,Sun Valley,CA,91353,Los Angeles
54-AA-0027,Tulare County Recycling Complex,Active,Non-Disposal Only,Permitted,36.28056,-119.26167,No,"USA Waste Of California, Tcr",1/26/2000,Roy Ludwig,Roy,Ludwig,General Manger,,(559) 741-1766,26951 Road 140,Visalia,CA,93292,Tulare
24-AA-0027,Robeson Farms,Inactive,Disposal Only,Unpermitted,37.23333,-120.25,Yes,Robeson Farms                           ,2/10/2000,No Contact Need Swis #,No Contact,Need Swis #,,,,,,,,Merced
28-AA-0008,Napa State Hospital Disposal Site,Closed,Disposal Only,Exempt,38.2749,-122.2613,No,State Of California                     ,3/21/2000,Department Of M Health,Department Of M,Health,Napa State Hospital,,(707) 253-5667,2100 Napa-Vallejo Highway,Napa,CA,94558,Napa
19-AQ-0001,Carson Transfer Station & MRF,Active,Non-Disposal Only,Permitted,33.85087,-118.28252,No,"U.S.A. Waste Of Ca, Inc.                ",3/24/2000,John/Bill Pivovaroff,John/Bill,Pivovaroff,District Manager,,(310) 217-6300,321 W Francisco St,Carson,CA,90745,Los Angeles
12-CR-0025,Casterland Burn Dump,Closed,Disposal Only,TBD (Pending Investigation) ,40.28333,-123.63333,Yes,Unknown,4/18/2000, ,,,,,,PO Box 5,Fairfield,CA,94533,Humboldt
12-CR-0028,Thorn Burn Dump,Closed,Disposal Only,TBD (Pending Investigation) ,40.01667,-123.93333,Yes,Unknown,4/18/2000, ,,,,,,PO Box 5,Fairfield,CA,94533,Humboldt
12-CR-0002,Dinsmore Illegal Disposal Site,Abandoned,Disposal Only,Unpermitted,40.5,-123.6,Yes,Unknown,4/18/2000, ,,,,,,PO Box 5,Fairfield,CA,94533,Humboldt
12-CR-0020,Maple Creek Burn Dump,Abandoned,Disposal Only,Pre-regulation,40.75,-123.86667,Yes,Unknown,4/18/2000, ,,,,,,PO Box 5,Fairfield,CA,94533,Humboldt
12-CR-0030,Emery Moore,Closed,Disposal Only,Pre-regulation,40.28528,-123.85389,Yes,Unknown,4/18/2000, ,,,,,,PO Box 5,Fairfield,CA,94533,Humboldt
12-CR-0013,Dinsmore Burn Dump,Closed,Disposal Only,Unpermitted,40.5,-123.6,Yes,Unknown,4/18/2000, ,,,,,,PO Box 5,Fairfield,CA,94533,Humboldt
19-AA-0865,Antelope Valley Composting Facility,Planned,Non-Disposal Only,Proposed,34.68333,-118.13333,Yes,Bio Gro Systems Inc.                    ,1/3/1996,Calvin Miller (Et Al),Calvin,Miller (Et Al),,,(805) 266-0696,180 Admiral Cochrane Dr. #305,Annapolis,MO,21401,Los Angeles
33-AA-0265,Bio-Gro Sludge Mgmt Plan                ,Planned,Disposal Only,Proposed,33.96667,-117.36667,Yes,Bio Gro Systems Inc.                    ,4/18/1996,Calvin Miller (Et Al),Calvin,Miller (Et Al),,,(805) 266-0696,180 Admiral Cochrane Dr. #305,Annapolis,MO,21401,Riverside
48-AA-0079,Rio Vista Biosolids Land Applic. Sites,Planned,Disposal Only,Not Currently Regulated,38.15,-121.7,Yes,Bio Gro Systems Inc.                    ,4/3/1996,Calvin Miller (Et Al),Calvin,Miller (Et Al),,,(805) 266-0696,180 Admiral Cochrane Dr. #305,Annapolis,MO,21401,Solano
16-AA-0010,Lemoore Transfer Station,Closed,Non-Disposal Only,Permitted,36.3,-119.78333,Yes,Western Waste Industries                ,8/16/1994,Bill Mohoff,Bill,Mohoff,Manager,,(559) 583-8829,1100 South Vine,Lemoore,CA,93245,Kings
36-AA-0336,Bolo Station Landfill -Rail Cycle-,Planned,Disposal Only,Proposed,34.55,-115.73333,Yes,Rail Cycle                              ,8/16/1994,Glen Odell,Glen,Odell,Project Manager,,(213) 725-6288,5701 S Eastern Ave Ste 650,Commerce,CA,90040,San Bernardino
15-AA-0251,Dale Poe Development Facility           ,To be Determined,Disposal Only,Not Currently Regulated,35.36667,-119.01667,Yes,Dale Poe Development Co.                ,8/16/1994,Richard Ota,Richard,Ota,,,(818) 889-2822,"5331 Derry Avenue, Suite Q",Agoura Hills,CA,91301,Kern
33-AA-0231,Philadelphia Recycling Mine,Active,Disposal Only,Notification,34.03347,-117.54655,No,Plyley D,8/16/1994,Donald Plyley,Donald,Plyley,Owner/Operator,,(951) 685-8343,12000 Philadelphia Ave,Eastvale,CA,91752,Riverside
19-AA-0057,Pitchess Honor Ranch Landfill,Inactive,Disposal Only,Permitted,34.46142,-118.59011,No,County Of Los Angeles Sheriff's Dept,8/16/1994,Fred M. Ramirez,Fred M.,Ramirez,Director Of Fiscal Services,,(213) 974-4528,29300 The Old Road,Saugus,CA,90012,Los Angeles
12-AA-0006,Whitson Plumbing & Electric Sewage D.S. ,Clean Closed,Disposal Only,Unpermitted,40.93333,-123.63333,Yes,Whitson Plumbing & Electric Co          ,8/16/1994,Rick Reinhard,Rick,Reinhard,General Manager,,(916) 629-2324,PO Box 240,Willow Creek,CA,95573,Humboldt
19-AA-5076,Compton City Landfill,Closed,Disposal Only,Pre-regulation,33.88333,-118.25,No,City Of Compton,2/24/1998,Paul Richards,Paul,Richards,Assistant City Manager,,(213) 605-5505,205 S Willowbrook Ave,Compton,CA,90220,Los Angeles
19-AA-1046,City of Compton Maintenance Yard,Active,Non-Disposal Only,Notification,33.89286,-118.21914,No,City Of Compton,9/7/2001,Paul Richards,Paul,Richards,Assistant City Manager,,(213) 605-5505,205 S Willowbrook Ave,Compton,CA,90220,Los Angeles
19-AA-0011,Compton Solid Waste Disposal Site,Closed,Disposal Only,Unpermitted,33.8875,-118.25972,No,City Of Compton,8/16/1994,Paul Richards,Paul,Richards,Assistant City Manager,,(213) 605-5505,205 S Willowbrook Ave,Compton,CA,90220,Los Angeles
19-AA-5156,"La Co Sanitation Dist, Compton 11",Planned,Disposal Only,Not Currently Regulated,33.9,-118.21667,Yes,City Of Compton,6/27/1996,Paul Richards,Paul,Richards,Assistant City Manager,,(213) 605-5505,205 S Willowbrook Ave,Compton,CA,90220,Los Angeles
36-AA-0079,Western Refuse Hauling - Small Volume TS,Planned,Non-Disposal Only,Permitted,34.01667,-117.68333,Yes,Carson Transfer Station & MRF,8/16/1994,John Pivovaroff,John,Pivovaroff,District Manager,,(310) 774-0221,21061 S Western Ave,Torrance,CA,90501,San Bernardino
01-AA-0001,Turk Island Landfill,Closed,Disposal Only,Surrendered,37.58538,-122.08529,No,Turk Island Company                     ,7/11/1995,Joe Smith,Joe,Smith,,,(510) 483-7020,170 Pelton Center Way,San Leandro,CA,94577,Alameda
15-CR-0061,Section 10 SWDS,Closed,Disposal Only,Unpermitted,35.15,-119.45,Yes,Texaco Exploratn & Productn Inc-Ventura ,11/8/1995,F C Spizale,F C,Spizale,Division Manager Ventura District,,(805) 643-2154,PO Box 811,Ventura,CA,93002,Kern
42-AA-0050,Los Alamos Land Treatment Site          ,Closed,Non-Disposal Only,Unpermitted,34.73333,-120.26667,Yes,Texaco Exploratn & Productn Inc-Ventura ,8/16/1994,F C Spizale,F C,Spizale,Division Manager Ventura District,,(805) 643-2154,PO Box 811,Ventura,CA,93002,Santa Barbara
56-AA-0119,Texaco Oil Ventura Ave Oilfield Waste DS,Closed,Disposal Only,Surrendered,34.26667,-119.28333,Yes,Texaco Exploratn & Productn Inc-Ventura ,8/16/1994,F C Spizale,F C,Spizale,Division Manager Ventura District,,(805) 643-2154,PO Box 811,Ventura,CA,93002,Ventura
56-AA-0009,Texaco Oil Disposal Site `C`,Closed,Disposal Only,Surrendered,34.26667,-119.28333,Yes,Texaco Exploratn & Productn Inc-Ventura ,8/16/1994,F C Spizale,F C,Spizale,Division Manager Ventura District,,(805) 643-2154,PO Box 811,Ventura,CA,93002,Ventura
12-AA-0032,McNamara & Peepe Wood Waste DS,Closed,Disposal Only,Permitted,40.90194,-124.0175,No,Blue Lake Forest Products               ,8/16/1994,Bruce Taylor,Bruce,Taylor,Owner/Operator,,(707) 822-2968,PO Box 1176 PO Box 1176),Arcata,CA,95518,Humboldt
37-AA-0967,Waste Management of San Diego -LVTO,Active,Non-Disposal Only,Notification,32.81621,-116.9746,No,Universal Refuse Removal Recycling & TS,8/8/2008, ,,,,,(619) 591-5113,"Carl Scherbaum, Dist. Manager 1001 West Bradley Avenue",El Cajon,CA,92020,San Diego
30-AB-0421,Fountain Valley City Yard,Active,Non-Disposal Only,Notification,33.71145,-117.934,No,City of Fountain Valley,8/12/2008,Rob Houston,Rob,Houston,,,(714) 543-4441,10200 Slater Avenue,Fountain Valley,CA,92708,Orange
30-AB-0441,City of La Palma Corp.Yard LVTOp.,Active,Non-Disposal Only,Notification,33.84015,-118.0485,No,City of La Palma Pubilc Works,9/11/2008,Carlo Nafarrete,Carlo,Nafarrete,,,(714) 690-3310,7822 Walnut Street,La Palma,CA,90623-1771,Orange
13-AA-0111,Harris Road LLC MRF and Transfer Station,Planned,Non-Disposal Only,Permitted,32.88492,-115.5166,No,Harris Road LLC,9/23/2008, ,,,,,(760) 774-3825,Gordon W. Beers 8 Cielo Vista Court,Rancho Mirage,CA,92270-3200,Imperial
33-AA-0303,MACTEC Recycling Facility,Closed,Non-Disposal Only,Permitted,34.02097,-117.38031,Yes,MACTEC Cleanup Corporation,10/27/2008, ,,,,,(951) 680-0110,Cesar Rios P O Box 2050,Fontana,CA,,Riverside
10-AA-0223,Dunlap Public Works Corporation Yard,Active,Non-Disposal Only,Notification,36.72804,-119.1103,No,County of Fresno Public Works & Planning,11/21/2008, ,,,,,(559) 262-4259,2220 Tulare Street,Fresno,CA,93721,Fresno
19-AR-1239,Caltrans Westdale LVTOp.,Active,Non-Disposal Only,Notification,34.0307,-118.4318,No,"Caltrans -District 7, West Region",12/5/2008, ,,,,,,James Flower 2723 South Speulevda Blvd.,Los Angeles,CA,90064-3908,Los Angeles
21-AA-0059,Marin Sanitary Service Type A Inert Proc,Active,Non-Disposal Only,Notification,37.95512,-122.5078,No,Marin Sanitary Service,1/21/2009, ,,,,,(415) 456-2601,Joe Garbarino (owner/operator) 1050 Anderson drive,San Rafael,CA,94901,Marin
21-AA-0048,Bellam Blvd LF AKA San Rafael LF,Closed,Disposal Only,Unpermitted,37.95359,-122.49025,No,City Of San Rafael                      ,8/16/1994,David Bernardi,David,Bernardi,Director Of Public Works,,(415) 485-3085,PO Box 151560,San Rafael,CA,94915-1560,Marin
49-AA-0357,Sebastopol Burn Dump,Closed,Disposal Only,Pre-regulation,38.40556,-122.819,No,City Of Sebastopol Public Works Dept    ,5/31/2000, ,,,,,(707) 823-2151,714 Johnson Street,Sebastopol,CA,95472,Sonoma
10-AA-0217,"Municipal Service Center, Annex",Active,Non-Disposal Only,Notification,36.74881,-119.8517,No,City of Fresno: Street Maintenance Dvsn.,10/26/2009, ,,,,,(559) 621-1492,2101 G St Dept of,Fresno,CA,93706,Fresno
34-CR-0003,Sacramento City IDS Grant (2136),Clean Closed,Disposal Only,Unpermitted,38.48147,-121.47498,Yes,City of Sacramento,4/14/2010,William Skinner,William,Skinner,,,(916) 808-4932,Solid Waste Division 2812 Meadowview Road,Sacramento,CA,95832,Sacramento
40-AA-0048,Bunyon Bros Greenwaste,Active,Non-Disposal Only,Notification,35.25746,-120.6123,No,Ron Rinell,6/29/2010, ,,,,,(805) 547-1903,5345 Davenport Creek Road,San Luis Obispo,CA,93401,San Luis Obispo
34-AA-0223,River City Recyclers,Closed,Non-Disposal Only,Surrendered,38.59282,-121.49213,Yes,River City Recyclers,7/20/2010, ,,,,,(916) 705-4451,721 N B St,Sacramento,CA,95811,Sacramento
52-AA-0001,Tehama County/Red Bluff  Landfill,Active,Disposal Only,Permitted,40.19565,-122.2965,No,Madera Disposal Systems Inc.,9/27/2010,Rachel Ross-Donaldson,Rachel,Ross-Donaldson,,,(530) 528-1103,19995 Plymire Rd.,Red Bluff,CA,96080,Tehama
56-AA-0156,McGrath Farm,Closed,Non-Disposal Only,Notification,34.21026,-119.10959,Yes,Farm Share,11/23/2010, ,,,,,(805) 732-3588,Dave Hare 1926 Hobart Dr.,Camarillo,CA,93010,Ventura
56-AA-0167,Farm Share Organics Research Composting,Closed,Non-Disposal Only,Notification,34.3185,-119.0057,Yes,Farm Share,1/27/2012, ,,,,,(805) 732-3588,Dave Hare 1926 Hobart Dr.,Camarillo,CA,93010,Ventura
56-AA-0168,Farm Share- Playa Vista,Closed,Non-Disposal Only,Notification,34.36402,-119.43598,Yes,Farm Share,3/7/2012, ,,,,,(805) 732-3588,Dave Hare 1926 Hobart Dr.,Camarillo,CA,93010,Ventura
56-AA-0170,Farm Share Playa Vista Research,Closed,Non-Disposal Only,Notification,34.37058,-119.44015,Yes,Farm Share,2/19/2014, ,,,,,(805) 732-3588,Dave Hare 1926 Hobart Dr.,Camarillo,CA,93010,Ventura
19-AR-1244,Caltrans- Hollywood Maintenance Station,Active,Non-Disposal Only,Notification,34.08191,-118.29599,No,Caltrans,3/11/2011, ,,,,,(323) 662-9997,Roosevelt McCord 609 Helitrope Ave.,Los Angeles,CA,90004,Los Angeles
40-CR-0024,Shields Site/Valenta`s Illegal Dump,Clean Closed,Disposal Only,Unpermitted,34.99868,-120.4438,Yes,Teixeira Investments LP,3/17/2011, ,,,,,(805) 310-3357,2600 Bonita Lateral Rd,Santa Maria,CA,93458,San Luis Obispo
34-AA-0226,Caltrans Maintenance (Sacramento),Active,Non-Disposal Only,Notification,38.6398,-121.4755,No,Caltrans,4/15/2011, ,,,,,(916) 263-6951,3940 Rosin Ct,Sacramento,CA,95834,Sacramento
11-AA-0035,Caltrans Maintenance,Active,Non-Disposal Only,Notification,39.53074,-122.21318,No,Caltrans Maintenace,4/26/2011,Tom Golden,Tom,Golden,,,(530) 934-5148,Tom Golden 939 North Humboldt Street,Willows,CA,95988,Glenn
33-AA-0331,Caltrans Riverside Maintenance Station,Active,Non-Disposal Only,Notification,33.9738,-117.33618,No,Riverside Maintenance Crew 08-721,9/7/2011, ,,,,,(951) 686-3646,Sam Hernandez 1091 Everton Place,Riverside,CA,92519,Riverside
33-AA-0332,Caltrans Maintenance (Desert Center),Active,Non-Disposal Only,Notification,33.71272,-115.4014,No,Desert Center Maintenance Crew 08-742,9/8/2011, ,,,,,(760) 787-4807,Edward Mindola 44-470 Ragsdale Rd.,Desert Center,CA,92239,Riverside
36-AA-0464,Caltrans Fawnskin Maintenance Station,Active,Non-Disposal Only,Notification,34.2636,-116.88378,No,Fawnskin Maintenance Crew 08-621,9/16/2011, ,,,,,(909) 866-4319,42060 North Shore Dr.,Fawnskin,CA,92333,San Bernardino
33-AA-0335,Caltrans Hemet Maintenance Station,Active,Non-Disposal Only,Notification,33.76918,-116.9686,No,Hemet Maintenance Crew 08-712,10/25/2011, ,,,,,(951) 654-2415,Chad Slater 1738 Juanita St.,San Jacinto,CA,92282,Riverside
19-AA-1124,Lancaster Reclaimable Anerobic Composter,Closed,Non-Disposal Only,Notification,34.74707,-118.1198,No,"Waste Management of California, Inc.",11/9/2011, ,,,,,(661) 726-3469,600 E. Avenue F,Lancaster,CA,93535,Los Angeles
21-AA-0066,"Redwood Landfill, Inc.",Closed,Non-Disposal Only,Notification,38.16544,-122.55854,Yes,"Redwood Landfill, Inc.",1/29/2013,Ramin Khany,Ramin,Khany,,,(415) 892-2851,PO Box 793,Novato,CA,94948,Marin
21-AA-0069,Redwood Recycling Center,Planned,Non-Disposal Only,Permitted,38.1661,-122.56312,No,"Redwood Landfill, Inc.",7/19/2016,Ramin Khany,Ramin,Khany,,,(415) 892-2851,PO Box 793,Novato,CA,94948,Marin
21-AA-0001,Redwood Landfill,Active,Disposal Only,Permitted,38.16564,-122.56835,No,"Redwood Landfill, Inc.",12/1/2011,Ramin Khany,Ramin,Khany,,,(415) 892-2851,PO Box 793,Novato,CA,94948,Marin
33-AA-0338,Idyllwild Maintenance Yard,Active,Non-Disposal Only,Notification,33.7479,-116.71611,No,Riverside County Transportation Dep.,12/28/2011, ,,,,,(951) 659-2603,Ryan Righetti 25-780 Johnson Rd.,Idyllwild,CA,92549,Riverside
34-AA-0195,Sacramento Recycling & Transfer Station,Active,Non-Disposal Only,Permitted,38.52667,-121.39306,No,Sacramento Recycling and T/S,12/29/2011, ,,,,,(916) 379-0550,8491 Fruitridge Road,Sacramento,CA,95826,Sacramento
36-AA-0470,Beneficial Ag. Services,Active,Non-Disposal Only,Notification,34.01133,-117.62581,No,Beneficial Ag. Services,1/12/2012, ,,,,,(909) 930-0200,8271 Chino Ave.,Ontario,CA,91761,San Bernardino
40-AA-0022,Santa Maria Transfer Station,Active,Non-Disposal Only,Permitted,34.99528,-120.43667,No,"Santa Maria Transfer Station, Inc.",1/15/2013, ,,,,,(805) 466-2985,2290 Homestead Road,Templeton,CA,93465,San Luis Obispo
19-AA-1129,Landscape Support Services,Closed,Non-Disposal Only,Notification,34.35637,-118.51052,No,Sohelia Sturm,2/20/2013, ,,,,,(818) 475-0680,22957 Sierra Hwy,Santa Clarita,CA,91321,Los Angeles
10-AA-0145,Rice Road Recyclery & Transfer Station,Active,Non-Disposal Only,Permitted,36.88927,-119.77977,No,Allied Waste Transfer Services of Cal.,9/25/2013, ,,,,,,"5501 N. Golden State, Blvd.",Fresno,CA,93722,Fresno
01-AA-0306,"Valley Recycilng Cntr. Hwd., LLC",Closed,Non-Disposal Only,Surrendered,37.63223,-122.12654,Yes,"Valley Recycling Cntr. Hwd., LLC",10/17/2013, ,,,,,(510) 606-1548,3458 Enterprise Ave.,Hayward,CA,94545,Alameda
01-AA-0307,Tri-Cities Recycling and Disposal Fac.,Active,Non-Disposal Only,Notification,37.49227,-121.99229,No,Waste Management of Alamenda County,10/28/2013,Ken Lewis,Ken,Lewis,,,(510) 613-8710,172-98th Ave.,Oakland,CA,94603,Alameda
33-AA-0358,Wyroc Materials- Lake Street Site,Closed,Disposal Only,Notification,33.69458,-117.39006,Yes,"Regional Materials Recovery, Inc.,",3/7/2014, ,,,,,(760) 727-0878,DBA Wyroc Materials P.O. Box 1239,Vista,CA,92085,Riverside
56-AA-0171,American Soil Amendment Products,Active,Non-Disposal Only,Notification,34.32005,-118.71037,No,American Soil Amendment Products,5/15/2014, ,,,,,(805) 578-0052,Kurt Mikell 5739 Kanan Road #103,Agoura Hills,CA,91301,Ventura
36-AA-0484,CEMEX Black Mountain Quarry EMSW,Active,Non-Disposal Only,Permitted,34.62213,-117.09891,No,"CEMEX, Contruction Material Pacific LLC",12/4/2014, ,,,,,,16888 E St,Victorville,CA,92394,San Bernardino
19-AR-1234,Los Angeles Express Materials Rec. Fac.,Active,Non-Disposal Only,Permitted,33.97888,-118.26347,No,"Titus Maint. and Install. Services, Inc.",1/15/2015, ,,,,,(323) 752-9079,6625 Stanford Ave.,Los Angeles,CA,90001,Los Angeles
49-CR-0042,Former Royal Tallow and Soap Facility,Closed,Disposal Only,Unpermitted,38.22993,-122.60533,No,"Darling International, Inc.",8/19/2015, ,,,,,(214) 717-0300,Bill McMurtry 251 O'Conner Ridge Blvd.,Irving,TX,75038,Sonoma
36-AA-0026,Oro Grande Landfill,Closed,Disposal Only,Permitted,34.64206,-117.29477,No,CalPortland Company,1/27/2016, ,,,,,(626) 852-6200,P.O. Box 146,Oro Grande,CA,92368,San Bernardino
12-AA-0128,Sanders Roofing,Active,Non-Disposal Only,Notification,40.72421,-124.21597,No,Bob Sanders,12/23/2016, ,,,,,(707) 443-0503,P.O. Box 352,Fields Landing,CA,95537,Humboldt
