SWIS Number ,Site Name,Activity,Activity Is Archived,OperationalStatus,RegulatoryStatus,Category,Activity Classification,WDRNo,WDR Landfill Class,Cease Operation,Cease Operation Type,Inspection Frequency,Throughput,ThroughputUnits,RemainingCapacity,Remaining Capacity Date,Capacity,CapacityUnits,Total Acreage,DisposalAcreage,Permitted Elevation,Permitted Elevation Type,Permitted Depth,Permitted Depth Type,Point of Contact,Site Operational Status,Site Regulatory Status,Site Is Archived,IsClosedIllegalAbandoned,IsSiteInertDebrisEngineeredFill,IsFinancialAssurancesResponsible,Absorbed On,Absorbed By,ClosedIllegalAbandonedCategory,EPA Federal Registry ID,Latitude,Longitude,Site ZIP Code,County,ARB District,SWRCB Region,Local Government,Street Address,City,State,ZIP Code,Reporting Agency Legal Name,Reporting Agency Department,Enforcing Agency Legal Name,Enforcing Agency Department
14-CR-0003,Death Valley Junction,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C3,,36.3015,-116.4061,92328,Inyo,Great Basin Unified,Lahontan,Inyo County (Unincorporated),0.3 Mi East Of Hwy 190 On State Line Rd,Death Valley Junction,CA,92328,County of Inyo,Department of Envir. Health Services,County of Inyo,Department of Envir. Health Services
15-AA-0005,Texaco-Kern River SLF,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,1/1/1988,Actual,Annual,,,,,,,0,0,,,,,Angela Gomez,Closed,Permitted,No,Yes,No,No,,,C3,,35.45219,-118.95958,93308,Kern,San Joaquin Valley Unified,Central Valley,Bakersfield,Round Mt. Rd.  Kern Riv. Section 33,Bakersfield,CA,93308,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,12/31/2076,Estimated,Monthly,800,Tons per day,7380708,2/1/2011,11000000,Cubic Yards,171.9,85,868,MSL,520,MSL,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,35.20377,-119.45314,93268,Kern,San Joaquin Valley Unified,Central Valley,Taft,13351 Elk Hills Road,Taft,CA,93268,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0061,Taft Recycling & Sanitary Landfill,Green Material Composting Facility,No,Absorbed,Not Currently Regulated,Composting,Solid Waste Facility,,,,,None,,,,,,,,,,,,,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,35.20377,-119.45314,93268,Kern,San Joaquin Valley Unified,Central Valley,Taft,13351 Elk Hills Road,Taft,CA,93268,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0062,Tehachapi Sanitary Landfill,Green Material Composting Facility,No,Absorbed,Not Currently Regulated,Composting,Solid Waste Facility,,,,,None,,,,,,,,,,,,,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,35.12362,-118.34031,93561,Kern,Kern,Lahontan,Tehachapi,12001 Tehachapi Blvd.,Tehachapi,CA,93561,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0062,Tehachapi Sanitary Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,6/1/2020,Estimated,Monthly,1000,Tons per day,522298,9/1/2015,4000000,Cubic Yards,239.8,31.7,4085,MSL,25,MSL,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,35.12362,-118.34031,93561,Kern,Kern,Lahontan,Tehachapi,12001 Tehachapi Blvd.,Tehachapi,CA,93561,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0150,"Main Base Sanitary Landfill, Edwards AFB",Green Material Composting Facility,No,Active,Permitted,Composting,Solid Waste Facility,,,,,Monthly,60,Tons per day,,,10000,Cubic Yards,4,,,,,,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,34.95605,-117.95627,93524,Kern,Kern,Lahontan,Kern County (Unincorporated),220 Landfill Road,Edwards Air Force Base,CA,93524,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0150,"Main Base Sanitary Landfill, Edwards AFB",Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,12/31/2028,Estimated,Monthly,120,Tons per day,1078875,6/5/2001,2250000,Cubic Yards,137,73,2448,MSL,30,BGL,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,34.95605,-117.95627,93524,Kern,Kern,Lahontan,Kern County (Unincorporated),220 Landfill Road,Edwards Air Force Base,CA,93524,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0151,Edwards AFB-Rpll/Phillips Lab LF,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,II,2/1/1990,Actual,Annual,2,Tons per day,,,,,30,21,,,,,Peter Jan,Closed,Permitted,No,Yes,No,Yes,,,C3,,34.92407,-117.68649,93524,Kern,Kern,Lahontan,Kern County (Unincorporated),"1.5 mi SOF Leuhman Ridge, EOF Mars Blvd.",Edwards Air Force Base,CA,93524,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0272,Marathon Oil Dump Site,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,9/19/1985,Actual,Quarterly,,,,,,,0,10,,,,,Angela Gomez,Closed,Unpermitted,No,Yes,No,No,,,C2,,35.24882,-119.28774,93268,Kern,San Joaquin Valley Unified,Central Valley,Taft,S Coles Levee Rd/Taft Hwy,Taft,CA,93268,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0273,Bakersfield Metropolitan (Bena) SLF,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,4/1/2046,Estimated,Monthly,4500,Tons per day,32808260,7/1/2013,53000000,Cubic Yards,2285,229,1520,MSL,910,MSL,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,35.34467,-118.7595,93220,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),2951 Neumarkel Road,Caliente,CA,93220,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0273,Bakersfield Metropolitan (Bena) SLF,Green Material Composting Facility,No,Absorbed,Permitted,Composting,Solid Waste Facility,,,,,None,4000,Cubic Yards per month,,,4000,Cubic Yards,2285,,,,,,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,35.34467,-118.7595,93220,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),2951 Neumarkel Road,Caliente,CA,93220,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0311,Mt Vernon Ave Recycling & Composting Fac,Green Material Composting Facility,No,Active,Permitted,Composting,Solid Waste Facility,,,,,Monthly,976,Tons per day,,,84783,Tons,82,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.32753,-118.9675,93307,Kern,San Joaquin Valley Unified,Central Valley,Bakersfield,2601 South Mt Vernon Avenue,Bakersfield,CA,93307,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0311,Mt Vernon Ave Recycling & Composting Fac,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,575,Tons per day,,,54650,Tons,15,0,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.32753,-118.9675,93307,Kern,San Joaquin Valley Unified,Central Valley,Bakersfield,2601 South Mt Vernon Avenue,Bakersfield,CA,93307,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0009,Frazier Mtn Park Burn Dump #2,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1966,Estimated,Annual,,,,,,,0,2,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,34.8303,-118.9684,93225,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),"T09N, R20W, Section 35",Frazier Park,CA,93225,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0010,Greenfield #1 Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1970,Estimated,Annual,,,,,,,40,20,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,35.27003,-118.97035,93307,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),North of Panama Rd By Cottonwood Rd,Greenfield (Delkern P.O.),CA,93307,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0024,Ridgecrest #1 BD,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,6/1/1969,Actual,Quarterly,,,,,,,0,3.7,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.54503,-117.7171,93555,Kern,Kern,Lahontan,Ridgecrest,"S of Brown Rd, HWY 395, China Lake Blvd",Ridgecrest,CA,93555,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0027,Shafter #1 Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,UC,12/31/1972,Estimated,None,,,,,,,39,0,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C1,,35.46983,-119.348,93263,Kern,San Joaquin Valley Unified,Central Valley,Shafter,SE Corner Palm and Brubank Roads,Shafter,CA,93263,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0041,Inyokern/Indian Wells #2 Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1970,Estimated,None,,,,,,,0,8,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.6783,-117.84428,93527,Kern,Kern,Lahontan,Kern County (Unincorporated),"N/2-Nw/4, Sec13, T26s,r38e, Hwy 395.",Inyokern,CA,93527,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0042,Keene Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1979,Estimated,None,,,,,,,0,1,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.22333,-118.56333,93531,Kern,Kern,Central Valley,Kern County (Unincorporated),29700 Woodford-Tehachapi Rd,Woodford (P.O. Keene),CA,93531,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0060,Ash Street Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1955,Estimated,Quarterly,,,,,,,0,10,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.15212,-119.43668,93268,Kern,San Joaquin Valley Unified,Central Valley,Taft,"300 Ft Fr Mary St/off AshSt-T32S,R24ES17",Taft,CA,93268,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0096,Franklin Field Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1949,Estimated,None,,,,,,,0,3.7,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,35.15206,-119.43947,93268,Kern,San Joaquin Valley Unified,Central Valley,Taft,"Se1/4 Of The Sw1/4, Sect. 7, T32s, R24e",Taft,CA,93268,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
16-AA-0016,KWRA Composting Facility,Green Material Composting Facility,No,Closed,Permitted,Composting,Solid Waste Facility,,,10/23/2009,Estimated,None,90,Tons per day,,,10000,Tons,17,,,,,,Harprit Mattu,Closed,Permitted,No,No,No,No,,,,,36.30571,-119.59904,93230,Kings,San Joaquin Valley Unified,Central Valley,Hanford,7803 Hanford-Armona Road,Hanford,CA,93230,County of Kings,County Health Department,County of Kings,County Health Department
17-CR-0005,Lakeport Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1973,Estimated,Semi-annual,,,,,,,0,0,,,,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C3,,39.04039,-122.94617,95453,Lake,Lake,Central Valley,Lakeport,1973 Martin St,Lakeport,CA,95453,County of Lake,Environmental Health Division,County of Lake,Environmental Health Division
18-AA-0006,Spaulding Disp Fac Transfer Stn,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Annual,6,Tons per day,,,200,Tons per year,,,,,,,Sabra Ambrose,Active,Notification,No,Yes,No,No,,,C2,,40.64333,-120.77333,96130,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),South End Of County Road 206,Spaulding,CA,96130,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-AA-0006,Spaulding Disp Fac Transfer Stn,Solid Waste Disposal Site          ,No,Absorbed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1974,Estimated,None,,Tons per day,,,,Tons per year,0,0,,,,,Sabra Ambrose,Active,Notification,No,Yes,No,No,,,C2,,40.64333,-120.77333,96130,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),South End Of County Road 206,Spaulding,CA,96130,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-AA-0007,Stone`s Transfer Station,Solid Waste Disposal Site          ,No,Absorbed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1974,Estimated,None,,,,,,,0,0,,,,,Sabra Ambrose,Active,Notification,No,No,No,No,,,,,40.72778,-120.72528,96130,Lassen,Lassen,Lahontan,Susanville,1/4 Mi W Of County Road 201,Susanville,CA,96130,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-AA-0007,Stone`s Transfer Station,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Annual,2,Tons per day,,,50,Tons per year,10,,,,,,Sabra Ambrose,Active,Notification,No,No,No,No,,,,,40.72778,-120.72528,96130,Lassen,Lassen,Lahontan,Susanville,1/4 Mi W Of County Road 201,Susanville,CA,96130,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-CR-0001,Sunnyside Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1975,Estimated,Annual,0,,0,,0,,0,0,0,,0,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C1,,40.31667,-120.48,96114,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),"1/4 mile up Byers Pass Rd, off Sunnyside",Janesville,CA,96114,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-CR-0004,Susanville Dump 1 AKA South Street,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/1/1997,Actual,Annual,0,,0,,0,,0,0,0,,0,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C2,,40.405,-120.67,96130,Lassen,Lassen,Lahontan,Susanville,South Street,Susanville,CA,96130,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
19-AA-0001,American Waste Transfer Station,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,2225,Tons per day,,,4032,Tons per day,2.8,,,,,,Nai Teurn,Active,Permitted,No,No,No,No,,,,,33.90237,-118.30203,90249,Los Angeles,South Coast,Los Angeles,Gardena,1449 W. Rosecrans Ave.,Gardena,CA,90249,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0004,City Of San Gabriel Public Works,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,60,Cubic Yards per Day,,,68000,Cubic Yards per year,,,,,,,Nai Teurn,Active,Notification,No,No,No,No,,,,,34.09174,-118.09002,91776,Los Angeles,South Coast,Los Angeles,San Gabriel,917 East Grand Avenue,San Gabriel,CA,91776,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0021,Harold Simpson D.S.,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,12/31/1984,Estimated,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C2,,34.11083,-118.00444,91706,Los Angeles,South Coast,Los Angeles,Irwindale,200 E. Live Oak Ave,Irwindale,CA,91706,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0022,Manning Brothers Class III Landfill,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,12/31/1992,Estimated,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Permitted,No,Yes,No,No,,,C1,,34.10444,-117.92806,91706,Los Angeles,South Coast,Los Angeles,Irwindale,16158 Central Street,Irwindale,CA,91706,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0042,South Gate Solid Fill,Inert Waste Disposal Site,No,Closed,To Be Determined,Disposal,Solid Waste Facility,,,,,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,TBD (Pending Investigation) ,No,Yes,No,No,,,C2,,33.93333,-118.17778,90280,Los Angeles,South Coast,Los Angeles,South Gate,10200 Miller`s Way,South Gate,CA,90280,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0056,Calabasas Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,1/1/2029,Estimated,Monthly,3500,Tons per day,14500000,12/31/2014,69300000,Cubic Yards,491,305,1360,MSL,,,Nai Teurn,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,34.15125,-118.72005,91301,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),5300 Lost Hills Road,Agoura (unincorp. LA County),CA,91301,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0057,Pitchess Honor Ranch Landfill,Solid Waste Landfill,No,Inactive,Permitted,Disposal,Solid Waste Facility,,II,10/31/1993,Actual,Quarterly,154,Cubic Yards per Day,,,,,54,15,,,,,Nai Teurn,Inactive,Permitted,No,Yes,No,Yes,,,C1,,34.46142,-118.59011,91355,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),29300 The Old Road,Saugus (In Santa Clarita),CA,91355,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0300,"La Co Public Wrks,roads Dept, #523a T.S.",Limited Volume Transfer Operation,No,Planned,Proposed,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,,Tons per day,,,,,,,,,,,Nai Teurn,Planned,Proposed,No,No,No,No,,,,,34.38429,-118.5267,91390,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),22310 Placerita Canyon Rd.,Newhall (In Santa Clarita),CA,91390,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0301,La Co Dept Public Wrks Roads Dept #556,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,10,Cubic Yards per Day,,,446,Cubic Yards per year,,,,,,,Nai Teurn,Active,Notification,No,No,No,No,,,,,34.48878,-118.6237,91384,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),27624 W Parker Rd,Castaic,CA,91384,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0389,Redondo Beach Transfer Station,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,46,Cubic Yards per Day,,,7176,Cubic Yards per year,,,,,,,Nai Teurn,Active,Notification,No,No,No,No,,,,,33.85606,-118.3756,90277,Los Angeles,South Coast,Los Angeles,Redondo Beach,1513 Beryl Street,Redondo Beach,CA,90277,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
